tweet,COMPANY
13 times a Leader! #Oracle continues to be named a Leader in 2019 Gartner Magic Quadrant for Data Management Solutions for Analytics @Gartner_inc ,Oracle
Attention Employers  The #GenZ movement is officially here. Are you ready? @emilyhe1 and William Tincup share key insights on @Forbes: ,Oracle
Oracle OpenWorld wants you! Submit your best cloud and technology transformation stories for the opportunity to speak at Oracle OpenWorld San Francisco 2019. ,Oracle
Thrilled to be back in beautiful Barcelona . Calling all #MWC19 attendees. Skip the taxi queue & ride with #Oracle . Follow us @OracleFreeRides to book your VIP transport.pic.twitter.com/xNVZsF0In,Oracle
Going beyond the glitz and glamour of #LasVegas. Watch the story of a community dedicated to make life better. Find out how Oracle #Analytics Cloud is helping the City of Las Vegas improve #citizen services and proactively solve local #government issues: ,Oracle
"Why #Businesses need #Blockchain: Myth vs. Reality. Mary Hall, Director of Blockchain Product Marketing, breaks down the common misconceptions around blockchain. Read from @SystemsandTech here:",Oracle
"""When we #invest in effective defensive planning, we dont have to be fire-fighters."" @GregJensen10 illustrates the importance of implementing overlapping #security controls to ensure a more #secure hybrid #cloud journey. Read more: ",Oracle
Happy 5th birthday @Oracle #EPMCloud! ,Oracle
"On trying to have a #winning mindset from @serenawilliams: Every single time I play a match, I have thoughts that I may not win today. So, I put those thoughts in a paper bag, crumble it up, and throw it away...Its not always easy. @wtrmrk #leadership #tennis #motivationpic.twitter.com/vcIGQRdbk",Oracle
What is #leadership? According to Dr. Brene Brown at the Watermark Conference (@wtrmrk) it means excavating the unsaid. Powerful words from #womenintech today. Were honored to support this fantastic organization,Oracle
Cybercriminals are using #emergingtech to wage a highly sophisticated war against businesses like yours. Join us at #RSAC to learn how our core-to-edge layers of security can protect your business. #OracleatRSA Register here: ,Oracle
"Some 90% of CISOs are confused about their role in securing a SaaS environment, according to an Oracle and KPMG report.",Oracle
"The view fromOracle Cloud Day #Chicago. A brief & insightful recap wrote by @QuadStack is up on his LinkedIn and it covers #autonomous, #cloud, #security and more. Here are Bill's Top 5 #OracleCloudDay Insights: ",Oracle
What's the secret behind a successful transition to #cloud? @AtlasRoofing IT Director Kevin Moore shares his experience working with #OracleACS at an exclusive event in Los Angeles today. Check out the full story: ,Oracle
"Interested in the new #AI, #CloudNative, and #blockchain trends for Groundbreakers? Check out @Oracles 10 Predictions for #Developers and see how these forces will play out in the year ahead: ",Oracle
"The plot thickens on the #RoadtoIndianWells with wild cards to the @OracleChallngrs Indian Wells. 

12 Americans including @LaurenDavis93 join the player field. Also joining, @WTA World No. 18 Wang Qiang and @ATP_TourTour World No. 28 @Kyle8Edmund.

More > ",Oracle
BREAKING: We've discovered a #mobile #adfraud operation dubbed #DrainerBot. Find out if you've been affected. Infected apps can drain 10GB of data from your device every month. Read more via @washingtonpost: ,Oracle
"Brexit, China, and other factors make for turbulent markets. @OracleERPCloud can help financial execs be more agile and responsive. You need the ability to operate in several business models simultaneously, says @lindner_juergen. More via @eWEEKNews:",Oracle
Go from digitally distraught to digitally determined. Read the @Oracle & @IDC survey for new stats on #SaaS integration and #innovation from global business leaders: ,Oracle
"Join us today at 11:00 am via Facebook Live for #Markie News! 

@Oracle's @CavannaCM, VP, of Corporate Marketing and @descahill VP, of Customer Experience will announce the finalists for the 13th annual #MarkieAwards @OracleMktgCloud #CustomerExperience
",Oracle
BREAKING NEWS: We've discovered a #mobile #adfraud operation dubbed #DrainerBot. Infected apps can drain 10GB of data from your device every month. Learn more and find out how to stop it: ,Oracle
"According to the Oracle and @KPMG Cloud Threat Report 2019, companies continue to move #business critical workloads and their most sensitive #data to the #cloud, yet #security challenges remain. Find out more from the latest #cloudthreatreport here: ",Oracle
Businesses around the world have already reaped the benefits of #blockchain applications built on Oracle Blockchain Platform. Circulor uses blockchain to track conflict #minerals to ensure ethical sourcing of raw materials. Find out more: ,Oracle
Reducing service costs and mitigating frustration by empowering customers is a trend pay TV operators must embrace. Olivier Jorda dives into top 3 customer frustrations: ,Oracle
"Juan Loaiza has been working on the Oracle #database since 1988. With emerging tech and the Oracle #AutonomousDatabase, database #technology has evolved. Listen to the latest @TheMissionHQ podcast, where Juan discusses the exciting changes in innovation:",Oracle
"What do consumers want, and how do they want it? It's a question both #retailers and #consumer packaged goods companies are looking to answer. Read more via @WSJ @michaeloneworld: ",Oracle
"At #MSC2019 @IEdotF panel, SVP of Development @wimoracle discussed #cloud, #cybersecurity, and the current state of the global #technology landscape. More here: ",Oracle
"VP of Development, @wimoracle, joined #MSC2019 @IEdotF panel to discuss the risks of a single dominant #cloud vendor, and the importance of a multi-cloud approach. More here: ",Oracle
.@sailgpaus is on fire: winners of Race 5 at #SydneySailGP. #SailGPAUS pic.twitter.com/qOCvtQM0P,Oracle
".@sailgpaus continues its winning streak, taking Race 4 of #SydneySailGP. #SailGPAUS pic.twitter.com/VCjiumNPq",Oracle
"Race 4: AUS still lead, JPN moves into second in the fleet & GBR third at gate 5 where the F50s are struggling to stay on the foils in light winds #SydneySailGP #SailGP #fueledbyathlete",Oracle
"Comrades, competitors, competition.  The stakes are high with a 1 point difference going into Day 2, between @SailGPAUS and @SailGPJPN. Who will leave today victorious? #sailing #sailingredefined",Oracle
,Oracle
Download the Harvard Business Review Analytic Services Research Report The Rise of Intelligent Automation to see why automation enhanced through #AI is critical to compete and survive in the years ahead. Download here: ,Oracle
"""Now we have one place to go with highly governed, managed, controlled, harmonized #data."" @TaylorMadeGolf moves to the Oracle #AutonomousDatabase. Read more via @InformationWeek here:",Oracle
"Universal Tennis Rating (@MyUTR) calculates player ratings using #data from 700,000 players, 8 million matches, in over 200 countries. All Powered by Oracle. Find out more here: ",Oracle
"We have #ML in our #cloud that can detect that one network cable isnt as good as another one. As an end user, you will never see that. SVP of Development, @wimoracle, joined #MSC2019 to debate the opportunities & threats of the global tech landscape. ",Oracle
"The nominees have been announced for the #ChangeAgents19, and they have some amazing stories to share! Here are 10 things you can learn from them. Dont forget to cast your vote! ",Oracle
"Japan in 1st position after Day 1. Congrats, Japan! Excited to see what tomorrow brings! ",Oracle
"And... the hometown heroes brought it today. Well done, Aussies! #sailing #SailGP #tech",Oracle
.@noutteridge showing why he's the man to beat. #SailGP #SydneySailGPpic.twitter.com/HhRQTOA7t,Oracle
Victory on home waters for Tom Slingsby & @sailgpaus in Race 2 of #SydneySailGP. pic.twitter.com/GblLK7KOu,Oracle
"Home sea advantage? Only time will tell, but one thing is certain... Shark Island is SOLD OUT for spectators of this high-performance #sailing event and we can't wait to see who brings home the prize! #sailingredefined #tech #data",Oracle
Here's a peek at some of the pre-race banter between the mighty helmsmen of @SailGP! Who are you rooting for? #sailing #sport #sydney,Oracle
"WATCH: Steve Daheb, VP of @OracleCloud, sits down with @cheddar to talk about how the future of the #cloud will be #autonomous. Watch here:",Oracle
"Day 1 of @SailGP! With 1,200 sensors placed on the supercharged F50 catamarans and the athletes, plus onboard cameras and microphones, @OracleCloud is helping teams analyze their performance and give remote umpires the details they need to make calls with confidence.pic.twitter.com/oUc38Gsgg",Oracle
Interested in being an Oracle Beta Tester? Complete a profile form here: ,Oracle
I'm ridiculously happy to be hosting Oracle's Modern Customer Experience next month! MY FACE RIGHT NOW >>> <<< #modernCX,Oracle
"Bernard Schober has a #love for sharks. As a #shark conservationist, scuba diver, and slam poet, Bernard chooses Oracle as he finds fulfillment at a company that supports him, the #environment, and his #career. Watch here:",Oracle
Why #Oracle thinks it can help put the ZING in your #pricing? Read here:,Oracle
"Now Available: Click-to-launch in the Oracle Cloud Marketplace dramatically cuts down on #deployment times to allow you to get going in minutes or hours, versus days or weeks. Read more here:",Oracle
"Found my friends from @Oracle @OracleCloud - Had a good time chatting healthcare, #cloud, and some fun emerging solutions! #AutomateHealthcare #HIMMS19 #HIMSSpic.twitter.com/k7iH64Jy2",Oracle
"Our partnership with Oracle and the Oracle Cloud Infrastructure allows you to benefit from a highly integrated data platform for big data and machine learning applications.

Tom Fisher explains how in this video: ",Oracle
"Join Oracle today (2/13) for a LIVE webcast on ""Making #Blockchain a Reality in #RetailEnterprises"" at 11:00 am PST/2:00 pm EST. Bring your questions for a live Q&A after the presentation. Register here: ",Oracle
Excited to be heading to #Vegas @OracleCXs annual #ModernCX. Saw several dedicated tracks on using tech to accelerate sales productivity! Join me using discount code CXNancy. ,Oracle
"Behind @eharmony is @oracle playing #cupid. This #ValentinesDay, get lucky with promo code ORACLE for 10% off any plan. Read more on how eharmony is using Oracle #AI and #data to ignite meaningful relationships here: ",Oracle
Get a chance to meet Oracle #Cloud experts at our Cloud Solutions Hub in Bangalore on February 16. Dive into Infrastructure-as-a-Service and Application #Development topics designed for our customers. Register here: ,Oracle
"The need for #speed! The extreme F50 racing machines will soon battle it out in Sydney Harbour for the first race of @SailGP. Get to know this one-design class cat. Download the SailGP APP powered by @OracleCloud and watch, Feb. 15-16 in Sydney: ",Oracle
"Congratulations to Mary Hall, Director of Blockchain Product Marketing! Proud to have one of our very own as a top #influencer and pioneer in #identity. @SystemsandTech @1WorldIdentity",Oracle
"What does it mean to be legendary in #CX? Join us at #ModernCX March 19-21 in Las Vegas to find out. Watch, learn, and experience where legends are made! Register today: ",Oracle
"Excited to be speaking & doing some hosting at @OracleCXs annual #ModernCX. 
With 50+ #marketing sessions, this will be an event marketers wont want to miss! 
Join me using discount code CXBrianF. 
",Oracle
"What's the current state of the tech landscape, and what does it mean for #cloudcomputing & #security? Join #MSC2019 panel w/ Wim Coekaerts, SVP of Development, as they debate the merits and risks of the various approaches to cloud solutions. More here:",Oracle
"With Oracle Marketplace and Click-to-Launch, customers will have access to #applications directly on their Oracle #Cloud Infrastructure Compute instance, dramatically cutting down #deployment times. Read more via @CRN here:",Oracle
"According to IDC, 75% of #B2B buyers and 84% of C-level executives are now incorporating #socialmedia as a key part into their decision-making process. Are you ready to take your social media to the next level? Here are 7 tips from @Oracle's @lisa_marcyes: ",Oracle
"""With technologies like AI, it's not just about getting answers to your questions. It's about getting answers to questions you didnt even think to ask."" Steve Daheb, #OOWDXBpic.twitter.com/I3uHjVCy1",Oracle
"#HistoriCX ? Oh, hell no! Its #ModernCX yall! @fablco & I are pumped to be teamed up w @oracleCX & @OracleMktgCloud for this years big show in #Vegas Mar. 19-21. Pssst heres a discount code ",Oracle
"TaylorMade Golf tees off with Oracle #AutonomousDatabase, freeing up staff from daily maintenance to drive new innovations to underpin its #cloud modernization strategy. Find out more here: ",Oracle
"Its the wind and Oracle Cloud that power @SailGP. The new global championship will rely on Oracle #Cloud to deliver powerful, real-time #data to teams, fans and umpires. See it in action Feb. 15-16 in Sydney Harbour & San Francisco May 4-5. More here: ",Oracle
Thanks to @HEUG for sharing your insights & experiences during your visit to @Oracle HQ this week. Were proud to help you & your institutions deliver high quality education to students around the world. #HEUGCloud19pic.twitter.com/dL3JCZSgk,Oracle
Oracle experts will be in Dubai next week at Oracle OpenWorld Dubai. Join us to learn how #Blockchain and Oracle #Cloud can solve real business problems. Expert speakers include Oracle's @amohindr & Ghassan Sarsak of @ICSFS. Details on #OOWDXB here: ,Oracle
Businesses of the #future need digitally savvy talent and strategies. OOW Dubai will cover emerging tech and how it is reshaping our economies. Read more on what to expect at #OOWDXB and @azaverys session on building next-gen #cloud apps here: ,Oracle
Signing off from San Francisco! Thanks to all who attended #TheModernCFO and many thanks to this years sponsor @Oracle!,Oracle
.@Oracle s Juergen Lindner delivers his opening remarks at #TheModernCFO pic.twitter.com/HSUGr4N45,Oracle
"Juergen Lindner shares at @BloombergLive #TheModernCFO major new study from Oracle and @AICPA on the creation of a new, #digitalfinance operating model, and how global leaders and organizations are reacting. Read the full report here: ",Oracle
"Are you tuning in? #TheModernCFO starts at 7:00pm PST. Hear the opening remarks from Oracle SVP of Marketing for SaaS, Juergen Lindner and Bloomberg Executive Editor @tsgiles. Stream @BloombergLive now: ",Oracle
"Catch Juergen Lindner, SVP of Marketing for SaaS, kicking off @BloombergLive #TheModernCFO tonight! Learn how you can be a digital finance leader with #AI, #CyberSecurity, and #CloudIntegration. Stream here at 7:00pm PST: ",Oracle
Game. Set. Match. Data. Universal Tennis Rating (@myUTR) factors in over 42 million #data points to calculate player ratings across 200 countries. All powered by Oracle. Find out more here: ,Oracle
"FICOs Shalini Raghavan says the rise of #AI demands a new cloud infrastructure. As an Oracle Partner, FICO is able to deliver cloud-based analytics and more to its customers. Hear more from @FICO via @CRN here: ",Oracle
Did you know? #Blockchain and #SupplyChain are BFFs. Read more from @WSJ here: ,Oracle
"The overall score for subscription TV services dropped to an 11-year low of 62 out of 100 points, while streaming services achieved 75/100 overall.  The solution: leverage #IoT and other self-service technologies to interact with customers. ",Oracle
"#Tech is a lot. A lot of info coming at you fast, all day, every day. Find out whats new, whats working, and whats next at #OracleCloudDay Leadership Summit. Register here: ",Oracle
,Oracle
"IoT, analytics, and automation. When Mitsubishi needed to connect all three with their SaaS and on-premises applications, they found the perfect platform with Oracle Integration. Find out more here: ",Oracle
Good morning #Chicago! Share with us your best tweets of the day using the hashtag #OracleCloudDay.pic.twitter.com/vjPE0wnLG,Oracle
Happy #LunarNewYear from Oracle! How are you celebrating the new year?pic.twitter.com/uRM7bss5R,Oracle
700+ million people don't have access to basic #eyecare. OneDollarGlasses is improving eyesight for the disadvantaged in developing countries. We're proud to be enabling @EinDollarBrille with technology to grow and offer both eye care and opportunities. ,Oracle
We cant wait for #SFGOpeningDay at #OraclePark! ,Oracle
Need tips for accelerating innovation? Learn more about the revolutionary autonomous database on 2/6. #thinkautonomous. Register here: ,Oracle
"Were welcoming the Analytics and Data Summit to our @Oracle campus March 12-14. With industry experts exploring everything from #BigData to #AI and #MachineLearning, its an event you wont want to miss! Register here: ",Oracle
"Were still feeling the energy from Oracle OpenWorld London! Take a look at all the buzz and excitement from last week, and get ready to experience OOW in Dubai and Singapore coming up this month. Learn more about #OOWLON, #OOWDXB, #OOWSIN here: ",Oracle
Over half of the cyber security practitioners surveyed in the Oracle and @KPMG Cloud Threat Report experienced one of two major forms of phishing attacks. @tkitch shares how to train and protect your users:,Oracle
#PublicSector leaders face complex challenges in maintaining current civic infrastructures. Turn these challenges into opportunities with help from @Oracles Modern Best Practice for Public Sector: ,Oracle
"What's the secret sauce to Oracle #AutonomousDatabase? Steve Daheb, SVP of @OracleCloud shares with us here:",Oracle
"Thanks, @shyamvaran! Nice gif ;) Enjoy the big game!",Oracle
"Big Game Day! This is what happens when you're thinking about blockchain, but have football on the brain. #blockchain #footballpic.twitter.com/r5jI8K1Qp",Oracle
"What does it mean to be legendary in #CX? Join us at #ModernCX March 19-21 in Las Vegas to find out. Watch, learn, and experience where legends are made! Register today: ",Oracle
"It didnt matter whether or not Punxsutawney Phil saw his shadow today, because no matter what the season, Oracle has you covered. Happy #GroundhogDay! ",Oracle
"I'm really excited about @Oracle #CloudDay in Chicago next week! Attending fun sessions, meeting amazing people, learning lots about #OracleCloud, and talking about new innovations around #DevOps! PS - Join me if you can: ",Oracle
Thank you Patrick Australia for sharing your cloud transition story with us. Check out how #OracleCloud helped Patrick Australia lower their ownership cost by 97%. How much could you save? Read more: ,Oracle
"What is Trusted Support? Brennan Baybeck, VP of Global IT Risk Management joins CXOTALK host, @mkrigsman, to discuss the role of trusted support as a key component of good #IT governance structure of an #organization. Watch here:",Oracle
Thanks to Daniel Casse for a great conversation at last nights @G100Network event in Silicon Valley.pic.twitter.com/VAcPbsqGw,Oracle
Vanderbilt University shares the key lessons they learned in their successful move to Oracle Cloud Applications with @OracleERPCloud and @OracleHCM:,Oracle
"What does the Oracle Autonomous Database mean for #customers, #DBAs, #cybersecurity, and the #future? Juan Loaiza breaks it all down here:",Oracle
"Oracle CEO, @MarkVHurd, gives his take on the key #priorities that matter most to your business:",Oracle
"Were all responsible for #security, regardless of our role. @tkitch tells us how to mitigate the top 5 cloud security risks: ",Oracle
#10yearchallenge Hope youre not stuck in 2009! Move up to the modern cloud. Try for free: ,Oracle
"New study suggests charting career paths for students trumps focusing on skills in computer science @aderbenwick, @OracleAcademy. Read more:",Oracle
"What Oracle wants: more small companies, non-tech users for its enterprise technology ",Oracle
Are You a Digital #Finance Leader? We surveyed over 700 finance executives globally to identify the key traits with the help of the @AICPA @CIMA_News: ,Oracle
#ALOHA! @TheStreetHI by @ChefMichaelMina has partnered with @OracleFoodBev to deliver a specifically #Hawaiian flavor of guest experience  and Oracle Simphony Cloud POS is helping them do just that: ,Oracle
It's predicted that 80 Percent of Enterprise #IT Will Move to the #Cloud by 2025. What do you think? We take a look via @WSJ: ,Oracle
"The Gen 2 #Cloud is here, are you ready? @oraclemagazine sits down with @kyork20, VP of Product Strategy @OracleIaaS to talk about generation 2 cloud infrastructure, cloud strategies, security, and more",Oracle
"The @DataScienceInc Letter of the Day is B. B is for...

#Bots
",Oracle
"Join us at #OracleFedForum to learn how your agency can leverage #blockchain, AI, and #machinelearning to innovate citizen engagement: ",Oracle
"By offering an #autonomous database that's self-healing and self-patching, as well as embedding machine learning and #AI into #cloud solutions, #Oracle is differentiating its offerings from competitors via @TheStreet",Oracle
"This year, #CIOs will need to make decisions in shifting from legacy systems to #cloud-based applications, capabilities, and technologies #AI #BlockChain #DataAnalytics",Oracle
The City of #LasVegas is using @OracleAnalytics #Cloud to improve citizen services and proactively solve local government issues. ,Oracle
Livin your best #SVLife sometimes means bonding over enterprise #CX software with like-minded #tech pros ,Oracle
"He did it again! @Taylor_Fritz97 is defending his @OracleChallngrs Newport Beach title with a hard fought 76(6) 64 victory over @BraydenSchnur. Very well done, Taylor! Great final by both players. Great audience. @ATPChallengerpic.twitter.com/rgCIJIuWp",Oracle
"What started as a strong lead ended up in a tie break. But @TommyHaas13 prevailed and became the @Oracle Champions Cup Champion last night, beating @andyroddick 7-6(2).

Congratulations Tommy!
#OracleTennispic.twitter.com/fvG30MYJT",Oracle
Sun is out. Fans are here. Theres a spot for you. Join us on Finals day at the @oracle Challenger Series in beautiful Newport Beach! @OracleChallngrs @ATPChallenger @WTA #RoadtoIndianWellspic.twitter.com/1sr68eGot,Oracle
Hope all of our Aussie friends had a great #AustraliaDay2019! @SailGPAUS @SailGP,Oracle
"On the eve of Saturday's Oracle Champions Cup, @BNPParibasOpen Tournament Director @TommyHaas13 talks w/ @Oracle customers & CEO @MarkVHurd about his favorite matches. Haas gave a few shoutouts to US Tennis Award recipients @MackieMacster & Danielle Collins, #AusOpen semifinalistpic.twitter.com/KnXjDk3FZ",Oracle
"Oh, Canada . 

The highly anticipated quarterfinal matchup featuring @geniebouchard and @Bandreescu_ is underway on center court. 

Watch live as the match unfolds: ",Oracle
"Learn to accelerate your business with #MachineLearning and @OracleLinux by attending this live webinar, Jan 29, featuring Joost Pronk Van Hoogeveen and Simon Hayler, @Oracle: ",Oracle
#LoyaltyPrograms have oversaturated the market. The average American belongs to over 10 of them. Tasnia Khan @OracleCX offers 5 ways to differentiate your #brand and keep your customers coming back for more: ,Oracle
How is adaptive intelligence changing the game in #HR? How are leading orgs embracing connected workers? Should you prepare for digital assistants? Get these HR questions (+ more!) answered at #OOWSIN: ,Oracle
"As factories continue to evolve with the use of innovative technologies, manufacturers must ensure that their workers are evolving right along with them #IoT #AI",Oracle
